Transaction_Date,Hospital_ID,Hospital_Name,Hospital_Type,Hospital_Size,Territory,Product_ID,Product_Name,Product_Category,Units_Sold,Unit_Price,Total_Revenue,Inventory_Level,Stockout_Flag,Market_Index,Promotion_Flag,Year,Month,Quarter,Day_of_Week,Is_Weekend,Day_of_Month,Week_of_Year,Calculated_Revenue,Revenue_Difference
2023-01-03,H001,Hospital_A,Tertiary_Care,Large,North,P006,Infusion_Pump,Critical_Care,29,64447.04,1868964.16,107,0,0.55,0,2023,1,1,1,0,3,1,1868964.16,0.0
2023-01-03,H010,Hospital_J,Tertiary_Care,Large,Central,P001,Imaging_System,Radiology,21,1846889.99,38784689.79,33,0,0.5962,0,2023,1,1,1,0,3,1,38784689.79,0.0
2023-01-03,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,35,85123.55,2979324.25,61,0,0.5282,1,2023,1,1,1,0,3,1,2979324.25,0.0
2023-01-03,H004,Hospital_D,Multi_Specialty,Medium,West,P007,Ventilator,Critical_Care,26,353396.38,9188305.88,39,0,0.4811,0,2023,1,1,1,0,3,1,9188305.88,0.0
2023-01-04,H008,Hospital_H,Specialty_Care,Small,East,P005,Cardiac_Monitor,Cardiology,13,154335.66,2006363.58,39,0,0.4671,0,2023,1,1,2,0,4,1,2006363.58,0.0
2023-01-04,H010,Hospital_J,Tertiary_Care,Large,Central,P006,Infusion_Pump,Critical_Care,32,64106.95,2051422.4,85,0,0.5279,0,2023,1,1,2,0,4,1,2051422.4,0.0
2023-01-04,H005,Hospital_E,Specialty_Care,Medium,South,P007,Ventilator,Critical_Care,26,344826.11,8965478.86,43,0,0.4941,0,2023,1,1,2,0,4,1,8965478.86,0.0
2023-01-04,H003,Hospital_C,Tertiary_Care,Medium,West,P008,Endoscopy_System,Gastroenterology,18,1079237.42,19426273.56,48,0,0.5517,0,2023,1,1,2,0,4,1,19426273.56,0.0
2023-01-04,H003,Hospital_C,Tertiary_Care,Medium,West,P005,Cardiac_Monitor,Cardiology,21,163644.56,3436535.76,68,0,0.5382,0,2023,1,1,2,0,4,1,3436535.76,0.0
2023-01-05,H007,Hospital_G,Multi_Specialty,Large,East,P005,Cardiac_Monitor,Cardiology,29,147227.64,4269601.56,74,0,0.486,0,2023,1,1,3,0,5,1,4269601.56,-0.0
2023-01-05,H007,Hospital_G,Multi_Specialty,Large,East,P001,Imaging_System,Radiology,23,1768202.01,40668646.23,62,0,0.5355,0,2023,1,1,3,0,5,1,40668646.23,0.0
2023-01-05,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,20,1117289.98,22345799.6,44,0,0.517,0,2023,1,1,3,0,5,1,22345799.6,0.0
2023-01-05,H008,Hospital_H,Specialty_Care,Small,East,P003,Patient_Monitor,Patient_Monitoring,25,126037.31,3150932.75,41,0,0.5166,0,2023,1,1,3,0,5,1,3150932.75,0.0
2023-01-05,H003,Hospital_C,Tertiary_Care,Medium,West,P008,Endoscopy_System,Gastroenterology,10,1095077.28,10950772.8,22,0,0.5468,0,2023,1,1,3,0,5,1,10950772.8,0.0
2023-01-06,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,28,64573.15,1808048.2,52,0,0.4725,0,2023,1,1,4,0,6,1,1808048.2,0.0
2023-01-06,H010,Hospital_J,Tertiary_Care,Large,Central,P008,Endoscopy_System,Gastroenterology,18,1114918.16,20068526.88,65,0,0.5426,0,2023,1,1,4,0,6,1,20068526.88,0.0
2023-01-06,H005,Hospital_E,Specialty_Care,Medium,South,P008,Endoscopy_System,Gastroenterology,16,1089787.93,17436606.88,46,0,0.514,0,2023,1,1,4,0,6,1,17436606.88,0.0
2023-01-06,H005,Hospital_E,Specialty_Care,Medium,South,P006,Infusion_Pump,Critical_Care,16,66203.62,1059257.92,30,0,0.5806,0,2023,1,1,4,0,6,1,1059257.92,0.0
2023-01-06,H007,Hospital_G,Multi_Specialty,Large,East,P006,Infusion_Pump,Critical_Care,30,63139.15,1894174.5,70,0,0.5834,0,2023,1,1,4,0,6,1,1894174.5,0.0
2023-01-06,H001,Hospital_A,Tertiary_Care,Large,North,P005,Cardiac_Monitor,Cardiology,27,148566.76,4011302.52,92,0,0.5766,0,2023,1,1,4,0,6,1,4011302.52,-0.0
2023-01-06,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,26,86391.46,2246177.96,41,0,0.5237,1,2023,1,1,4,0,6,1,2246177.96,0.0
2023-01-06,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,24,124723.13,2993355.12,74,0,0.5337,0,2023,1,1,4,0,6,1,2993355.12,0.0
2023-01-06,H007,Hospital_G,Multi_Specialty,Large,East,P005,Cardiac_Monitor,Cardiology,35,151581.6,5305356.0,83,0,0.561,1,2023,1,1,4,0,6,1,5305356.0,0.0
2023-01-06,H009,Hospital_I,Multi_Specialty,Medium,Central,P008,Endoscopy_System,Gastroenterology,20,1052973.45,21059469.0,53,0,0.4779,1,2023,1,1,4,0,6,1,21059469.0,0.0
2023-01-07,H010,Hospital_J,Tertiary_Care,Large,Central,P004,ECG_System,Cardiology,23,91063.1,2094451.3,40,0,0.5729,0,2023,1,1,5,1,7,1,2094451.3,0.0
2023-01-07,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,26,126148.14,3279851.64,38,0,0.5387,0,2023,1,1,5,1,7,1,3279851.64,0.0
2023-01-07,H006,Hospital_F,Tertiary_Care,Large,South,P005,Cardiac_Monitor,Cardiology,33,152545.5,5034001.5,96,0,0.5478,0,2023,1,1,5,1,7,1,5034001.5,0.0
2023-01-07,H005,Hospital_E,Specialty_Care,Medium,South,P001,Imaging_System,Radiology,13,1802597.3,23433764.9,34,0,0.5881,1,2023,1,1,5,1,7,1,23433764.9,-0.0
2023-01-07,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,29,89226.48,2587567.92,109,0,0.5645,1,2023,1,1,5,1,7,1,2587567.92,0.0
2023-01-07,H003,Hospital_C,Tertiary_Care,Medium,West,P004,ECG_System,Cardiology,20,84541.58,1690831.6,44,0,0.5308,0,2023,1,1,5,1,7,1,1690831.6,0.0
2023-01-07,H004,Hospital_D,Multi_Specialty,Medium,West,P007,Ventilator,Critical_Care,22,359349.24,7905683.28,41,0,0.6038,0,2023,1,1,5,1,7,1,7905683.28,0.0
2023-01-07,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,23,124227.11,2857223.53,59,0,0.583,0,2023,1,1,5,1,7,1,2857223.53,0.0
2023-01-07,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,29,80734.49,2341300.21,46,0,0.5869,0,2023,1,1,5,1,7,1,2341300.21,0.0
2023-01-08,H003,Hospital_C,Tertiary_Care,Medium,West,P001,Imaging_System,Radiology,15,1879259.14,28188887.1,56,0,0.5081,0,2023,1,1,6,1,8,1,28188887.1,0.0
2023-01-08,H005,Hospital_E,Specialty_Care,Medium,South,P006,Infusion_Pump,Critical_Care,23,69587.34,1600508.82,29,0,0.5488,0,2023,1,1,6,1,8,1,1600508.82,0.0
2023-01-08,H010,Hospital_J,Tertiary_Care,Large,Central,P004,ECG_System,Cardiology,30,86498.46,2594953.8,68,0,0.4916,0,2023,1,1,6,1,8,1,2594953.8,-0.0
2023-01-08,H004,Hospital_D,Multi_Specialty,Medium,West,P006,Infusion_Pump,Critical_Care,21,66144.33,1389030.93,58,0,0.5416,0,2023,1,1,6,1,8,1,1389030.93,0.0
2023-01-08,H009,Hospital_I,Multi_Specialty,Medium,Central,P001,Imaging_System,Radiology,18,1817176.14,32709170.52,30,0,0.5668,0,2023,1,1,6,1,8,1,32709170.52,0.0
2023-01-08,H009,Hospital_I,Multi_Specialty,Medium,Central,P006,Infusion_Pump,Critical_Care,24,67267.79,1614426.96,71,0,0.5457,0,2023,1,1,6,1,8,1,1614426.96,0.0
2023-01-08,H001,Hospital_A,Tertiary_Care,Large,North,P001,Imaging_System,Radiology,20,1850188.7,37003774.0,57,0,0.4988,0,2023,1,1,6,1,8,1,37003774.0,0.0
2023-01-08,H002,Hospital_B,Multi_Specialty,Large,North,P007,Ventilator,Critical_Care,31,324214.25,10050641.75,77,0,0.5626,0,2023,1,1,6,1,8,1,10050641.75,0.0
2023-01-08,H008,Hospital_H,Specialty_Care,Small,East,P004,ECG_System,Cardiology,14,84549.75,1183696.5,29,0,0.545,0,2023,1,1,6,1,8,1,1183696.5,0.0
2023-01-09,H001,Hospital_A,Tertiary_Care,Large,North,P005,Cardiac_Monitor,Cardiology,25,159396.62,3984915.5,32,0,0.5248,0,2023,1,1,0,0,9,2,3984915.5,0.0
2023-01-09,H006,Hospital_F,Tertiary_Care,Large,South,P002,Ultrasound_System,Radiology,14,778530.52,10899427.28,26,0,0.547,0,2023,1,1,0,0,9,2,10899427.28,-0.0
2023-01-09,H005,Hospital_E,Specialty_Care,Medium,South,P004,ECG_System,Cardiology,23,87846.75,2020475.25,47,0,0.5862,0,2023,1,1,0,0,9,2,2020475.25,0.0
2023-01-09,H008,Hospital_H,Specialty_Care,Small,East,P003,Patient_Monitor,Patient_Monitoring,16,122097.61,1953561.76,33,0,0.5223,0,2023,1,1,0,0,9,2,1953561.76,0.0
2023-01-09,H003,Hospital_C,Tertiary_Care,Medium,West,P002,Ultrasound_System,Radiology,13,784736.05,10201568.65,45,0,0.5129,0,2023,1,1,0,0,9,2,10201568.65,0.0
2023-01-09,H004,Hospital_D,Multi_Specialty,Medium,West,P002,Ultrasound_System,Radiology,19,733565.76,13937749.44,71,0,0.4927,1,2023,1,1,0,0,9,2,13937749.44,0.0
2023-01-09,H001,Hospital_A,Tertiary_Care,Large,North,P004,ECG_System,Cardiology,28,79084.89,2214376.92,75,0,0.4997,0,2023,1,1,0,0,9,2,2214376.92,0.0
2023-01-09,H010,Hospital_J,Tertiary_Care,Large,Central,P002,Ultrasound_System,Radiology,18,803549.06,14463883.08,49,0,0.5155,0,2023,1,1,0,0,9,2,14463883.08,-0.0
2023-01-09,H005,Hospital_E,Specialty_Care,Medium,South,P008,Endoscopy_System,Gastroenterology,16,1117503.04,17880048.64,23,0,0.564,1,2023,1,1,0,0,9,2,17880048.64,0.0
2023-01-09,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,28,1165318.91,32628929.48,57,0,0.54,0,2023,1,1,0,0,9,2,32628929.48,0.0
2023-01-09,H006,Hospital_F,Tertiary_Care,Large,South,P004,ECG_System,Cardiology,29,87362.79,2533520.91,48,0,0.5478,0,2023,1,1,0,0,9,2,2533520.91,0.0
2023-01-10,H004,Hospital_D,Multi_Specialty,Medium,West,P001,Imaging_System,Radiology,12,1834610.05,22015320.6,24,0,0.4832,0,2023,1,1,1,0,10,2,22015320.6,0.0
2023-01-10,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,33,64973.32,2144119.56,96,0,0.5142,1,2023,1,1,1,0,10,2,2144119.56,0.0
2023-01-10,H007,Hospital_G,Multi_Specialty,Large,East,P002,Ultrasound_System,Radiology,23,737303.54,16957981.42,78,0,0.5043,1,2023,1,1,1,0,10,2,16957981.42,0.0
2023-01-10,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,28,88532.38,2478906.64,97,0,0.5639,0,2023,1,1,1,0,10,2,2478906.64,0.0
2023-01-10,H010,Hospital_J,Tertiary_Care,Large,Central,P005,Cardiac_Monitor,Cardiology,27,161472.26,4359751.02,85,0,0.5385,0,2023,1,1,1,0,10,2,4359751.02,-0.0
2023-01-10,H003,Hospital_C,Tertiary_Care,Medium,West,P007,Ventilator,Critical_Care,22,356866.58,7851064.76,42,0,0.5931,0,2023,1,1,1,0,10,2,7851064.76,-0.0
2023-01-10,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,34,88504.8,3009163.2,120,0,0.4627,0,2023,1,1,1,0,10,2,3009163.2,0.0
2023-01-10,H008,Hospital_H,Specialty_Care,Small,East,P006,Infusion_Pump,Critical_Care,12,63308.29,759699.48,20,0,0.5402,0,2023,1,1,1,0,10,2,759699.48,0.0
2023-01-11,H009,Hospital_I,Multi_Specialty,Medium,Central,P008,Endoscopy_System,Gastroenterology,16,1138489.88,18215838.08,33,0,0.5286,0,2023,1,1,2,0,11,2,18215838.08,0.0
2023-01-11,H007,Hospital_G,Multi_Specialty,Large,East,P006,Infusion_Pump,Critical_Care,26,65749.04,1709475.04,55,0,0.5307,0,2023,1,1,2,0,11,2,1709475.04,0.0
2023-01-11,H004,Hospital_D,Multi_Specialty,Medium,West,P001,Imaging_System,Radiology,19,1837430.8,34911185.2,34,0,0.5665,0,2023,1,1,2,0,11,2,34911185.2,0.0
2023-01-11,H002,Hospital_B,Multi_Specialty,Large,North,P005,Cardiac_Monitor,Cardiology,29,134751.95,3907806.55,41,0,0.5144,0,2023,1,1,2,0,11,2,3907806.55,-0.0
2023-01-11,H002,Hospital_B,Multi_Specialty,Large,North,P008,Endoscopy_System,Gastroenterology,18,1143353.91,20580370.38,54,0,0.4648,0,2023,1,1,2,0,11,2,20580370.38,0.0
2023-01-11,H009,Hospital_I,Multi_Specialty,Medium,Central,P004,ECG_System,Cardiology,24,81960.55,1967053.2,84,0,0.4956,0,2023,1,1,2,0,11,2,1967053.2,-0.0
2023-01-12,H003,Hospital_C,Tertiary_Care,Medium,West,P002,Ultrasound_System,Radiology,13,759842.05,9877946.65,50,0,0.5471,0,2023,1,1,3,0,12,2,9877946.65,0.0
2023-01-12,H008,Hospital_H,Specialty_Care,Small,East,P003,Patient_Monitor,Patient_Monitoring,19,129169.61,2454222.59,42,0,0.5689,0,2023,1,1,3,0,12,2,2454222.59,0.0
2023-01-12,H010,Hospital_J,Tertiary_Care,Large,Central,P003,Patient_Monitor,Patient_Monitoring,29,120399.22,3491577.38,115,0,0.5197,0,2023,1,1,3,0,12,2,3491577.38,0.0
2023-01-12,H008,Hospital_H,Specialty_Care,Small,East,P001,Imaging_System,Radiology,17,1827870.53,31073799.01,24,0,0.6095,0,2023,1,1,3,0,12,2,31073799.01,0.0
2023-01-12,H008,Hospital_H,Specialty_Care,Small,East,P005,Cardiac_Monitor,Cardiology,17,147610.47,2509377.99,27,0,0.5938,0,2023,1,1,3,0,12,2,2509377.99,0.0
2023-01-12,H002,Hospital_B,Multi_Specialty,Large,North,P004,ECG_System,Cardiology,30,86325.63,2589768.9,107,0,0.5516,0,2023,1,1,3,0,12,2,2589768.9,-0.0
2023-01-12,H008,Hospital_H,Specialty_Care,Small,East,P008,Endoscopy_System,Gastroenterology,9,1084146.73,9757320.57,15,0,0.5175,0,2023,1,1,3,0,12,2,9757320.57,0.0
2023-01-12,H005,Hospital_E,Specialty_Care,Medium,South,P004,ECG_System,Cardiology,21,89290.58,1875102.18,64,0,0.5763,0,2023,1,1,3,0,12,2,1875102.18,0.0
2023-01-12,H009,Hospital_I,Multi_Specialty,Medium,Central,P002,Ultrasound_System,Radiology,13,794701.94,10331125.22,46,0,0.4978,0,2023,1,1,3,0,12,2,10331125.22,0.0
2023-01-12,H008,Hospital_H,Specialty_Care,Small,East,P008,Endoscopy_System,Gastroenterology,10,1131797.23,11317972.3,16,0,0.6169,0,2023,1,1,3,0,12,2,11317972.3,0.0
2023-01-13,H002,Hospital_B,Multi_Specialty,Large,North,P001,Imaging_System,Radiology,14,1778523.4,24899327.6,42,0,0.5337,0,2023,1,1,4,0,13,2,24899327.6,0.0
2023-01-13,H010,Hospital_J,Tertiary_Care,Large,Central,P006,Infusion_Pump,Critical_Care,34,66313.56,2254661.04,82,0,0.4853,0,2023,1,1,4,0,13,2,2254661.04,0.0
2023-01-13,H001,Hospital_A,Tertiary_Care,Large,North,P002,Ultrasound_System,Radiology,24,758228.22,18197477.28,66,0,0.5124,1,2023,1,1,4,0,13,2,18197477.28,0.0
2023-01-13,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,26,88492.39,2300802.14,49,0,0.5938,0,2023,1,1,4,0,13,2,2300802.14,0.0
2023-01-13,H005,Hospital_E,Specialty_Care,Medium,South,P002,Ultrasound_System,Radiology,14,727743.29,10188406.06,14,0,0.5781,0,2023,1,1,4,0,13,2,10188406.06,0.0
2023-01-13,H006,Hospital_F,Tertiary_Care,Large,South,P003,Patient_Monitor,Patient_Monitoring,34,118306.13,4022408.42,72,0,0.5005,0,2023,1,1,4,0,13,2,4022408.42,0.0
2023-01-13,H006,Hospital_F,Tertiary_Care,Large,South,P001,Imaging_System,Radiology,22,1779538.47,39149846.34,84,0,0.5097,0,2023,1,1,4,0,13,2,39149846.34,0.0
2023-01-13,H007,Hospital_G,Multi_Specialty,Large,East,P008,Endoscopy_System,Gastroenterology,16,1103354.48,17653671.68,49,0,0.543,0,2023,1,1,4,0,13,2,17653671.68,0.0
2023-01-14,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,27,120565.43,3255266.61,83,0,0.5506,0,2023,1,1,5,1,14,2,3255266.61,0.0
2023-01-14,H004,Hospital_D,Multi_Specialty,Medium,West,P004,ECG_System,Cardiology,18,87972.45,1583504.1,64,0,0.5541,0,2023,1,1,5,1,14,2,1583504.1,0.0
2023-01-14,H005,Hospital_E,Specialty_Care,Medium,South,P006,Infusion_Pump,Critical_Care,17,68639.32,1166868.44,62,0,0.5901,0,2023,1,1,5,1,14,2,1166868.44,-0.0
2023-01-14,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,26,123930.02,3222180.52,97,0,0.5464,0,2023,1,1,5,1,14,2,3222180.52,0.0
2023-01-14,H007,Hospital_G,Multi_Specialty,Large,East,P006,Infusion_Pump,Critical_Care,32,59707.33,1910634.56,76,0,0.5476,0,2023,1,1,5,1,14,2,1910634.56,0.0
2023-01-14,H010,Hospital_J,Tertiary_Care,Large,Central,P005,Cardiac_Monitor,Cardiology,24,138755.03,3330120.72,91,0,0.578,0,2023,1,1,5,1,14,2,3330120.72,0.0
2023-01-14,H004,Hospital_D,Multi_Specialty,Medium,West,P004,ECG_System,Cardiology,22,87495.29,1924896.38,73,0,0.5342,1,2023,1,1,5,1,14,2,1924896.38,0.0
2023-01-14,H008,Hospital_H,Specialty_Care,Small,East,P005,Cardiac_Monitor,Cardiology,14,153781.48,2152940.72,40,0,0.5773,1,2023,1,1,5,1,14,2,2152940.72,0.0
2023-01-14,H008,Hospital_H,Specialty_Care,Small,East,P003,Patient_Monitor,Patient_Monitoring,14,119022.4,1666313.6,40,0,0.5778,0,2023,1,1,5,1,14,2,1666313.6,0.0
2023-01-14,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,26,77004.69,2002121.94,74,0,0.5461,0,2023,1,1,5,1,14,2,2002121.94,0.0
2023-01-14,H001,Hospital_A,Tertiary_Care,Large,North,P006,Infusion_Pump,Critical_Care,33,63130.55,2083308.15,60,0,0.5705,0,2023,1,1,5,1,14,2,2083308.15,-0.0
2023-01-14,H008,Hospital_H,Specialty_Care,Small,East,P002,Ultrasound_System,Radiology,12,756085.21,9073022.52,49,0,0.4836,0,2023,1,1,5,1,14,2,9073022.52,0.0
2023-01-14,H004,Hospital_D,Multi_Specialty,Medium,West,P003,Patient_Monitor,Patient_Monitoring,26,125440.89,3261463.14,77,0,0.6077,0,2023,1,1,5,1,14,2,3261463.14,0.0
2023-01-14,H005,Hospital_E,Specialty_Care,Medium,South,P004,ECG_System,Cardiology,24,85190.24,2044565.76,77,0,0.5429,0,2023,1,1,5,1,14,2,2044565.76,-0.0
2023-01-15,H009,Hospital_I,Multi_Specialty,Medium,Central,P008,Endoscopy_System,Gastroenterology,16,1027835.11,16445361.76,57,0,0.6066,0,2023,1,1,6,1,15,2,16445361.76,0.0
2023-01-15,H009,Hospital_I,Multi_Specialty,Medium,Central,P005,Cardiac_Monitor,Cardiology,19,152689.69,2901104.11,53,0,0.548,0,2023,1,1,6,1,15,2,2901104.11,0.0
2023-01-15,H008,Hospital_H,Specialty_Care,Small,East,P006,Infusion_Pump,Critical_Care,18,65842.01,1185156.18,59,0,0.5572,1,2023,1,1,6,1,15,2,1185156.18,0.0
2023-01-15,H009,Hospital_I,Multi_Specialty,Medium,Central,P003,Patient_Monitor,Patient_Monitoring,23,125302.9,2881966.7,85,0,0.5371,0,2023,1,1,6,1,15,2,2881966.7,0.0
2023-01-15,H002,Hospital_B,Multi_Specialty,Large,North,P006,Infusion_Pump,Critical_Care,31,69500.37,2154511.47,79,0,0.5442,1,2023,1,1,6,1,15,2,2154511.47,0.0
2023-01-15,H008,Hospital_H,Specialty_Care,Small,East,P007,Ventilator,Critical_Care,20,343340.74,6866814.8,67,0,0.539,0,2023,1,1,6,1,15,2,6866814.8,0.0
2023-01-15,H003,Hospital_C,Tertiary_Care,Medium,West,P002,Ultrasound_System,Radiology,13,726875.9,9449386.7,39,0,0.4775,0,2023,1,1,6,1,15,2,9449386.7,-0.0
2023-01-15,H006,Hospital_F,Tertiary_Care,Large,South,P008,Endoscopy_System,Gastroenterology,14,1082661.09,15157255.26,33,0,0.4852,0,2023,1,1,6,1,15,2,15157255.26,-0.0
2023-01-16,H001,Hospital_A,Tertiary_Care,Large,North,P002,Ultrasound_System,Radiology,20,746289.66,14925793.2,73,0,0.5495,0,2023,1,1,0,0,16,3,14925793.2,-0.0
2023-01-16,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,20,123214.65,2464293.0,71,0,0.5744,0,2023,1,1,0,0,16,3,2464293.0,0.0
2023-01-16,H002,Hospital_B,Multi_Specialty,Large,North,P007,Ventilator,Critical_Care,34,361707.82,12298065.88,93,0,0.564,0,2023,1,1,0,0,16,3,12298065.88,0.0
2023-01-16,H006,Hospital_F,Tertiary_Care,Large,South,P008,Endoscopy_System,Gastroenterology,20,1120262.54,22405250.8,60,0,0.5328,0,2023,1,1,0,0,16,3,22405250.8,0.0
2023-01-16,H005,Hospital_E,Specialty_Care,Medium,South,P003,Patient_Monitor,Patient_Monitoring,29,129581.2,3757854.8,61,0,0.4823,0,2023,1,1,0,0,16,3,3757854.8,0.0
2023-01-16,H003,Hospital_C,Tertiary_Care,Medium,West,P003,Patient_Monitor,Patient_Monitoring,27,127152.31,3433112.37,74,0,0.5765,0,2023,1,1,0,0,16,3,3433112.37,0.0
2023-01-16,H007,Hospital_G,Multi_Specialty,Large,East,P007,Ventilator,Critical_Care,35,346883.13,12140909.55,123,0,0.5544,0,2023,1,1,0,0,16,3,12140909.55,0.0
2023-01-16,H007,Hospital_G,Multi_Specialty,Large,East,P002,Ultrasound_System,Radiology,24,747590.37,17942168.88,64,0,0.5655,1,2023,1,1,0,0,16,3,17942168.88,0.0
2023-01-16,H007,Hospital_G,Multi_Specialty,Large,East,P004,ECG_System,Cardiology,27,84631.44,2285048.88,81,0,0.5418,0,2023,1,1,0,0,16,3,2285048.88,0.0
